4175	DialogAbout	To support development the KDE community has formed the KDE e.V., a non-profit organization legally founded in Germany. KDE e.V. represents the KDE community in legal and financial matters. See <a href="%1">%1</a> for information on KDE e.V.<br /><br />KDE benefits from many kinds of contributions, including financial. We use the funds to reimburse members and others for expenses they incur when contributing. Further funds are used for legal support and organizing conferences and meetings. <br /> <br />We would like to encourage you to support our efforts with a financial donation, using one of the ways described at <a href="%2">%2</a>.<br /><br />Thank you very much in advance for your support.
4176	DialogAbout	<b>A big thanks to the development team:</b> %1
4177	DialogAbout	<b>A big thanks to the translation team:</b> %1
4178	DialogActivityConfig	%1 configuration
4179	DialogActivityConfig	Configuration
4180	DialogChooseLevel	%1 settings
4181	DialogChooseLevel	Dataset
4182	DialogChooseLevel	Options
4183	DialogChooseLevel	Cancel
4184	DialogChooseLevel	Save
4185	DialogChooseLevel	Save and start
4186	DialogHelp	Author:
4187	DialogHelp	Prerequisite:
4188	DialogHelp	Goal:
4189	DialogHelp	Manual:
4190	DialogHelp	Credit:
4191	DialogHelp	Section:
4192	Domino	Dots
4193	Domino	Arabic Numbers
4194	Domino	Roman Numbers
4195	Domino	Images
4196	DownloadDialog	Downloading...
4197	DownloadDialog	Background
4198	DownloadDialog	Abort
4199	DownloadDialog	Download error (code: %1): %2
4200	DownloadDialog	Your download finished successfully. The data files are now available.
4201	DownloadDialog	Restart any currently active activity.
4202	DownloadDialog	Your local data files are up-to-date.
4203	QObject	Download cancelled by user
4204	QObject	Could not create resource path
4205	QObject	Could not open target file %1
4206	QObject	Invalid format of Contents file
4207	QObject	The url %1 does not exist.
4208	QObject	Checksum of downloaded file does not match: %1
4209	QObject	No voices found for %1.
4210	QObject	No data found for %1.
4211	GCCreationHandler	File deleted successfully!
4212	GCCreationHandler	OK
4213	GCCreationHandler	Unable to delete the file!
4214	GCCreationHandler	A file with this name already exists. Do you want to replace it?
4215	GCCreationHandler	Yes
4216	GCCreationHandler	No
4217	GCCreationHandler	Do you really want to delete this file?
4218	GCCreationHandler	Saved successfully!
4219	GCCreationHandler	Enter file name
4220	GCCreationHandler	Search
4221	GCCreationHandler	Save
4222	GCCreationHandler	Load
4223	GCCreationHandler	Delete
4224	GCCreationHandler	Open folder
4225	IntroMessage	Previous
4226	IntroMessage	Next
4227	IntroMessage	Skip
4228	IntroMessage	Start
4229	LanguageList	Your system default
