2944	ConfigurationItem	Background Music
2945	ConfigurationItem	Not playing
2946	ConfigurationItem	Title: %1  Artist: %2
2947	ConfigurationItem	Introduction music
2948	ConfigurationItem	Background music volume
2949	ConfigurationItem	Full word image set is installed
2950	ConfigurationItem	Full word image set is not installed
2951	ConfigurationItem	Download full word image set
2952	ConfigurationItem	Fullscreen
2953	ConfigurationItem	Virtual Keyboard
2954	ConfigurationItem	The activity section menu is visible
2955	ConfigurationItem	Ask for confirmation to exit
2956	ConfigurationItem	Font selector
2957	ConfigurationItem	Font size
2958	ConfigurationItem	Default
2959	ConfigurationItem	Font Capitalization
2960	ConfigurationItem	Font letter spacing
2961	ConfigurationItem	Teacher's server config
2962	ConfigurationItem	Mixed case (default)
2963	ConfigurationItem	All uppercase
2964	ConfigurationItem	All lowercase
2965	Menu	You selected a new locale, do you want to download the corresponding sound files now?
2966	Menu	Yes
2967	Menu	No
2968	Menu	Logic
2969	Menu	Fine Arts
2970	Menu	Music
2971	Menu	Experiment
2972	Menu	History
2973	Menu	Geography
2974	Menu	Numeration
2975	Menu	Arithmetic
2976	Menu	Measures
2977	Menu	Letters
2978	Menu	Words
2979	Menu	Vocabulary
2980	Menu	GCompris is not connected to teacher's server.
2981	Menu	GCompris is connected to teacher's server, but the password entered for selected user is wrong.
2982	Menu	GCompris is connected to teacher's server, and the user is authenticated as %1.
2983	Menu	GCompris has lost the connection to teacher's server.
2984	Menu	GCompris has been disconnected from teacher's server.
2985	Menu	GCompris is connected to teacher's server, but the user is not yet authenticated.
2986	Menu	Put your favorite activities here by clicking on the sun at the top right of that activity.
2987	Menu	Search specific activities
2988	Menu	Activity Settings
2989	ServerConfigPage	Teacher's server settings
2990	ServerConfigPage	Teacher's identifier
2991	ServerConfigPage	Server port
2992	ServerConfigPage	Server port must be a number between 0 and 65535.
2998	ActivityInfo	After collecting the nugget, use the mousewheel or the pinch gesture to zoom out again. When you reach the minimum zoom level, another sparkle will appear, showing the next gold nugget to collect. Collect enough nuggets to complete the level.
2999	ActivityInfo	The wagon in the lower right corner of the screen will tell you the number of already collected nuggets and the total number of nuggets to collect in this level.
3000	ActivityInfo	Thanks to the Tuxpaint team for providing the following sounds under GPL:
